time,mae_pct,mfe_pct,type,window_prices,ticker
2025-04-25 11:00:00+00:00,1.203949222955193,1.0026469840746643,rsi>75,"[94618.296875, 94498.078125, 94497.0625, 95521.484375, 95161.7734375, 95290.9609375, 94567.2265625, 95025.109375, 95300.015625, 94968.8125, 94571.046875, 94912.234375, 94720.5, 94942.0234375, 95058.375, 95090.9765625, 94787.9765625, 94573.6875, 94693.0625, 94685.0234375, 94683.5546875, 94379.0, 94291.875, 94280.3515625, 94195.65625, 94281.1171875, 94073.578125, 94284.2109375, 94417.96875, 94324.7578125, 94349.1875, 94206.078125, 94277.0546875, 94200.515625, 94370.5390625, 94702.5390625, 94660.90625, 94932.5, 94179.9140625, 94346.5703125, 94188.0390625, 94085.421875, 93936.7890625, 94042.9375, 94105.1015625, 94249.9765625, 94195.0, 94042.4765625]",BTC-USD
2025-04-25 14:00:00+00:00,0.24703212219109738,1.9382583270288505,rsi>75,"[95521.484375, 95161.7734375, 95290.9609375, 94567.2265625, 95025.109375, 95300.015625, 94968.8125, 94571.046875, 94912.234375, 94720.5, 94942.0234375, 95058.375, 95090.9765625, 94787.9765625, 94573.6875, 94693.0625, 94685.0234375, 94683.5546875, 94379.0, 94291.875, 94280.3515625, 94195.65625, 94281.1171875, 94073.578125, 94284.2109375, 94417.96875, 94324.7578125, 94349.1875, 94206.078125, 94277.0546875, 94200.515625, 94370.5390625, 94702.5390625, 94660.90625, 94932.5, 94179.9140625, 94346.5703125, 94188.0390625, 94085.421875, 93936.7890625, 94042.9375, 94105.1015625, 94249.9765625, 94195.0, 94042.4765625, 93996.9375, 93812.4453125, 94103.015625]",BTC-USD
2025-05-07 00:00:00+00:00,6.6071824262825345,1.5182213122246864,rsi>75,"[97344.5859375, 97220.3125, 96625.6484375, 96498.4140625, 96548.109375, 96377.671875, 96550.0, 97023.5, 97009.53125, 96970.484375, 97039.2265625, 97007.828125, 96960.5546875, 97014.65625, 96938.171875, 96970.6953125, 96880.875, 96284.9765625, 96554.2734375, 96197.09375, 96727.28125, 97146.859375, 97248.8984375, 97034.25, 97621.1875, 97800.9296875, 98683.1171875, 99143.9921875, 98968.3671875, 98761.0234375, 99021.8359375, 99259.609375, 99718.34375, 99769.8515625, 99860.5, 99445.6796875, 99307.0078125, 99293.3515625, 99494.28125, 100842.921875, 101323.0546875, 101029.6328125, 101381.859375, 101135.890625, 102553.375, 102775.4921875, 102914.453125, 103239.125]",BTC-USD
2025-05-08 03:00:00+00:00,5.077589563348952,0.5806106979345304,rsi>75,"[99143.9921875, 98968.3671875, 98761.0234375, 99021.8359375, 99259.609375, 99718.34375, 99769.8515625, 99860.5, 99445.6796875, 99307.0078125, 99293.3515625, 99494.28125, 100842.921875, 101323.0546875, 101029.6328125, 101381.859375, 101135.890625, 102553.375, 102775.4921875, 102914.453125, 103239.125, 102757.4453125, 103076.3046875, 102526.640625, 102404.171875, 102781.3359375, 102936.296875, 103194.921875, 103727.40625, 102924.234375, 102919.921875, 103404.546875, 103010.375, 102890.3671875, 103717.921875, 103136.1875, 102872.546875, 102377.6875, 103199.71875, 103248.21875, 103134.65625, 103185.5703125, 102957.0, 102793.5390625, 102974.2578125, 102862.1875, 103004.6328125, 103135.1640625]",BTC-USD
2025-05-08 08:00:00+00:00,4.472370147543691,0.5973465263255537,rsi>75,"[99718.34375, 99769.8515625, 99860.5, 99445.6796875, 99307.0078125, 99293.3515625, 99494.28125, 100842.921875, 101323.0546875, 101029.6328125, 101381.859375, 101135.890625, 102553.375, 102775.4921875, 102914.453125, 103239.125, 102757.4453125, 103076.3046875, 102526.640625, 102404.171875, 102781.3359375, 102936.296875, 103194.921875, 103727.40625, 102924.234375, 102919.921875, 103404.546875, 103010.375, 102890.3671875, 103717.921875, 103136.1875, 102872.546875, 102377.6875, 103199.71875, 103248.21875, 103134.65625, 103185.5703125, 102957.0, 102793.5390625, 102974.2578125, 102862.1875, 103004.6328125, 103135.1640625, 103196.5703125, 103160.4375, 103332.5078125, 103691.8671875, 103817.40625]",BTC-USD
2025-05-08 15:00:00+00:00,3.307317212242369,1.4413505409945264,rsi>75,"[100842.921875, 101323.0546875, 101029.6328125, 101381.859375, 101135.890625, 102553.375, 102775.4921875, 102914.453125, 103239.125, 102757.4453125, 103076.3046875, 102526.640625, 102404.171875, 102781.3359375, 102936.296875, 103194.921875, 103727.40625, 102924.234375, 102919.921875, 103404.546875, 103010.375, 102890.3671875, 103717.921875, 103136.1875, 102872.546875, 102377.6875, 103199.71875, 103248.21875, 103134.65625, 103185.5703125, 102957.0, 102793.5390625, 102974.2578125, 102862.1875, 103004.6328125, 103135.1640625, 103196.5703125, 103160.4375, 103332.5078125, 103691.8671875, 103817.40625, 103605.0078125, 103813.703125, 103646.0703125, 103415.7890625, 103652.359375, 103627.7421875, 103536.15625]",BTC-USD
2025-05-08 18:00:00+00:00,2.758144139137318,0.3332234455775881,rsi>75,"[101381.859375, 101135.890625, 102553.375, 102775.4921875, 102914.453125, 103239.125, 102757.4453125, 103076.3046875, 102526.640625, 102404.171875, 102781.3359375, 102936.296875, 103194.921875, 103727.40625, 102924.234375, 102919.921875, 103404.546875, 103010.375, 102890.3671875, 103717.921875, 103136.1875, 102872.546875, 102377.6875, 103199.71875, 103248.21875, 103134.65625, 103185.5703125, 102957.0, 102793.5390625, 102974.2578125, 102862.1875, 103004.6328125, 103135.1640625, 103196.5703125, 103160.4375, 103332.5078125, 103691.8671875, 103817.40625, 103605.0078125, 103813.703125, 103646.0703125, 103415.7890625, 103652.359375, 103627.7421875, 103536.15625, 103176.0546875, 103406.3515625, 103223.5]",BTC-USD
2025-05-08 20:00:00+00:00,1.5842893395756112,1.2354770747427863,rsi>75,"[102553.375, 102775.4921875, 102914.453125, 103239.125, 102757.4453125, 103076.3046875, 102526.640625, 102404.171875, 102781.3359375, 102936.296875, 103194.921875, 103727.40625, 102924.234375, 102919.921875, 103404.546875, 103010.375, 102890.3671875, 103717.921875, 103136.1875, 102872.546875, 102377.6875, 103199.71875, 103248.21875, 103134.65625, 103185.5703125, 102957.0, 102793.5390625, 102974.2578125, 102862.1875, 103004.6328125, 103135.1640625, 103196.5703125, 103160.4375, 103332.5078125, 103691.8671875, 103817.40625, 103605.0078125, 103813.703125, 103646.0703125, 103415.7890625, 103652.359375, 103627.7421875, 103536.15625, 103176.0546875, 103406.3515625, 103223.5, 103266.578125, 103207.4453125]",BTC-USD
2025-05-09 01:00:00+00:00,1.7857144210595806,0.6978977270100344,rsi>75,"[103076.3046875, 102526.640625, 102404.171875, 102781.3359375, 102936.296875, 103194.921875, 103727.40625, 102924.234375, 102919.921875, 103404.546875, 103010.375, 102890.3671875, 103717.921875, 103136.1875, 102872.546875, 102377.6875, 103199.71875, 103248.21875, 103134.65625, 103185.5703125, 102957.0, 102793.5390625, 102974.2578125, 102862.1875, 103004.6328125, 103135.1640625, 103196.5703125, 103160.4375, 103332.5078125, 103691.8671875, 103817.40625, 103605.0078125, 103813.703125, 103646.0703125, 103415.7890625, 103652.359375, 103627.7421875, 103536.15625, 103176.0546875, 103406.3515625, 103223.5, 103266.578125, 103207.4453125, 103186.765625, 103756.359375, 103638.3515625, 104701.0703125, 104408.3828125]",BTC-USD
2025-05-18 14:00:00+00:00,1.6817873657032194,2.997776145871175,rsi>75,"[105268.3984375, 105519.203125, 105896.2421875, 104985.5859375, 104397.53125, 103907.015625, 104162.265625, 104250.7734375, 105810.6171875, 106430.53125, 105256.9296875, 105068.890625, 104639.4375, 103606.625, 102977.1484375, 103023.0625, 102267.296875, 103232.515625, 103191.4453125, 103081.265625, 102973.375, 102980.1953125, 102406.9765625, 103407.671875, 104290.453125, 104832.3203125, 105357.7265625, 105401.8515625, 104755.359375, 105494.4296875, 105450.171875, 105480.546875, 105572.0390625, 105605.40625, 105731.234375, 106639.9375, 106082.28125, 105751.53125, 106209.6328125, 106140.921875, 105543.2734375, 105084.9453125, 105193.5703125, 105302.234375, 105062.7734375, 105222.5078125, 104814.046875, 104472.1484375]",BTC-USD
